Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
-----------------------------------------------
                0.00    0.00    4710/20295       fillEdges(std::__cxx11::list<edge, std::allocator<edge> >*, int (*) [3][3], int*, int (*) [3][3], int (*) [3][3]) [4]
                0.00    0.00   15585/20295       fillCorners(std::__cxx11::list<corner, std::allocator<corner> >*, int (*) [3][3], int*, int (*) [3][3], int (*) [3][3]) [3]
[135]    0.0    0.00    0.00   20295         std::__cxx11::list<int, std::allocator<int> >::pop_back() [135]
                0.00    0.00   20295/60885       std::_List_iterator<int>::_List_iterator(std::__detail::_List_node_base*) [74]
                0.00    0.00   20295/20295       std::__cxx11::list<int, std::allocator<int> >::_M_erase(std::_List_iterator<int>) [134]
-----------------------------------------------
                0.00    0.00   20295/20295       std::__allocated_ptr<std::allocator<std::_List_node<int> > >::__allocated_ptr(std::allocator<std::_List_node<int> >&, std::_List_node<int>*) [122]
[136]    0.0    0.00    0.00   20295         std::allocator<std::_List_node<int> >* std::__addressof<std::allocator<std::_List_node<int> > >(std::allocator<std::_List_node<int> >&) [136]
-----------------------------------------------
                0.00    0.00   16763/16763       std::_List_node<middle>::_M_valptr() [139]
[137]    0.0    0.00    0.00   16763         __gnu_cxx::__aligned_membuf<middle>::_M_ptr() [137]
                0.00    0.00   16763/16763       __gnu_cxx::__aligned_membuf<middle>::_M_addr() [138]
-----------------------------------------------
                0.00    0.00   16763/16763       __gnu_cxx::__aligned_membuf<middle>::_M_ptr() [137]
[138]    0.0    0.00    0.00   16763         __gnu_cxx::__aligned_membuf<middle>::_M_addr() [138]
-----------------------------------------------
                0.00    0.00       1/16763       std::__cxx11::_List_base<middle, std::allocator<middle> >::_M_clear() [358]
                0.00    0.00      89/16763       std::__cxx11::list<middle, std::allocator<middle> >::_M_erase(std::_List_iterator<middle>) [304]
                0.00    0.00      90/16763       std::_List_node<middle>* std::__cxx11::list<middle, std::allocator<middle> >::_M_create_node<middle const&>(middle const&) [295]
                0.00    0.00   16583/16763       std::_List_iterator<middle>::operator->() const [140]
[139]    0.0    0.00    0.00   16763         std::_List_node<middle>::_M_valptr() [139]
                0.00    0.00   16763/16763       __gnu_cxx::__aligned_membuf<middle>::_M_ptr() [137]
-----------------------------------------------
                0.00    0.00       6/16583       findMiddle(int*) [347]
                0.00    0.00     244/16583       sortOutImpossibleCodes(int*, std::__cxx11::list<middle, std::allocator<middle> >&, int*) [340]
                0.00    0.00     473/16583       eliminateFound(std::__cxx11::list<middle, std::allocator<middle> >&, int*) [345]
                0.00    0.00    1464/16583       containsMiddle(std::__cxx11::list<middle, std::allocator<middle> >&, int, int) [275]
                0.00    0.00   14396/16583       getNextQuestion(std::__cxx11::list<middle, std::allocator<middle> >&, int*) [339]
[140]    0.0    0.00    0.00   16583         std::_List_iterator<middle>::operator->() const [140]
                0.00    0.00   16583/16763       std::_List_node<middle>::_M_valptr() [139]
-----------------------------------------------
                0.00    0.00   15987/15987       std::allocator_traits<std::allocator<std::_List_node<edge> > >::allocate(std::allocator<std::_List_node<edge> >&, unsigned long) [147]
[141]    0.0    0.00    0.00   15987         __gnu_cxx::new_allocator<std::_List_node<edge> >::allocate(unsigned long, void const*) [141]
                0.00    0.00   15987/15987       __gnu_cxx::new_allocator<std::_List_node<edge> >::max_size() const [143]
-----------------------------------------------
                0.00    0.00   15987/15987       void std::allocator_traits<std::allocator<std::_List_node<edge> > >::construct<edge, edge const&>(std::allocator<std::_List_node<edge> >&, edge*, edge const&) [148]
[142]    0.0    0.00    0.00   15987         void __gnu_cxx::new_allocator<std::_List_node<edge> >::construct<edge, edge const&>(edge*, edge const&) [142]
                0.00    0.00   15987/63948       edge const& std::forward<edge const&>(std::remove_reference<edge const&>::type&) [70]
                0.00    0.00   15987/74404       operator new(unsigned long, void*) [69]
-----------------------------------------------
                0.00    0.00   15987/15987       __gnu_cxx::new_allocator<std::_List_node<edge> >::allocate(unsigned long, void const*) [141]
[143]    0.0    0.00    0.00   15987         __gnu_cxx::new_allocator<std::_List_node<edge> >::max_size() const [143]
-----------------------------------------------
                0.00    0.00   15987/15987       std::_List_node<edge>* std::__cxx11::list<edge, std::allocator<edge> >::_M_create_node<edge const&>(edge const&) [22]
[144]    0.0    0.00    0.00   15987         std::__allocated_ptr<std::allocator<std::_List_node<edge> > >::__allocated_ptr(std::allocator<std::_List_node<edge> >&, std::_List_node<edge>*) [144]
                0.00    0.00   15987/15987       std::allocator<std::_List_node<edge> >* std::__addressof<std::allocator<std::_List_node<edge> > >(std::allocator<std::_List_node<edge> >&) [151]
-----------------------------------------------
                0.00    0.00   15987/15987       std::_List_node<edge>* std::__cxx11::list<edge, std::allocator<edge> >::_M_create_node<edge const&>(edge const&) [22]
[145]    0.0    0.00    0.00   15987         std::__allocated_ptr<std::allocator<std::_List_node<edge> > >::~__allocated_ptr() [145]
-----------------------------------------------
                0.00    0.00   15987/15987       std::_List_node<edge>* std::__cxx11::list<edge, std::allocator<edge> >::_M_create_node<edge const&>(edge const&) [22]
[146]    0.0    0.00    0.00   15987         std::__allocated_ptr<std::allocator<std::_List_node<edge> > >::operator=(decltype(nullptr)) [146]
-----------------------------------------------
                0.00    0.00   15987/15987       std::__cxx11::_List_base<edge, std::allocator<edge> >::_M_get_node() [149]
[147]    0.0    0.00    0.00   15987         std::allocator_traits<std::allocator<std::_List_node<edge> > >::allocate(std::allocator<std::_List_node<edge> >&, unsigned long) [147]
                0.00    0.00   15987/15987       __gnu_cxx::new_allocator<std::_List_node<edge> >::allocate(unsigned long, void const*) [141]
-----------------------------------------------
                0.00    0.00   15987/15987       std::_List_node<edge>* std::__cxx11::list<edge, std::allocator<edge> >::_M_create_node<edge const&>(edge const&) [22]
[148]    0.0    0.00    0.00   15987         void std::allocator_traits<std::allocator<std::_List_node<edge> > >::construct<edge, edge const&>(std::allocator<std::_List_node<edge> >&, edge*, edge const&) [148]
                0.00    0.00   15987/63948       edge const& std::forward<edge const&>(std::remove_reference<edge const&>::type&) [70]
                0.00    0.00   15987/15987       void __gnu_cxx::new_allocator<std::_List_node<edge> >::construct<edge, edge const&>(edge*, edge const&) [142]
-----------------------------------------------
                0.00    0.00   15987/15987       std::_List_node<edge>* std::__cxx11::list<edge, std::allocator<edge> >::_M_create_node<edge const&>(edge const&) [22]
[149]    0.0    0.00    0.00   15987         std::__cxx11::_List_base<edge, std::allocator<edge> >::_M_get_node() [149]
                0.00    0.00   15987/15987       std::allocator_traits<std::allocator<std::_List_node<edge> > >::allocate(std::allocator<std::_List_node<edge> >&, unsigned long) [147]
-----------------------------------------------
                0.00    0.00   15987/15987       void std::__cxx11::list<edge, std::allocator<edge> >::_M_insert<edge const&>(std::_List_iterator<edge>, edge const&) [23]
[150]    0.0    0.00    0.00   15987         std::__cxx11::_List_base<edge, std::allocator<edge> >::_M_inc_size(unsigned long) [150]
                0.00    0.00   15987/141096      std::_List_node<unsigned long>::_M_valptr() [64]
-----------------------------------------------
                0.00    0.00   15987/15987       std::__allocated_ptr<std::allocator<std::_List_node<edge> > >::__allocated_ptr(std::allocator<std::_List_node<edge> >&, std::_List_node<edge>*) [144]
[151]    0.0    0.00    0.00   15987         std::allocator<std::_List_node<edge> >* std::__addressof<std::allocator<std::_List_node<edge> > >(std::allocator<std::_List_node<edge> >&) [151]
-----------------------------------------------
                0.00    0.00   15969/15969       std::allocator_traits<std::allocator<std::_List_node<edge> > >::deallocate(std::allocator<std::_List_node<edge> >&, std::_List_node<edge>*, unsigned long) [154]
[152]    0.0    0.00    0.00   15969         __gnu_cxx::new_allocator<std::_List_node<edge> >::deallocate(std::_List_node<edge>*, unsigned long) [152]
-----------------------------------------------
                0.00    0.00   15969/15969       void std::allocator_traits<std::allocator<std::_List_node<edge> > >::destroy<edge>(std::allocator<std::_List_node<edge> >&, edge*) [155]
[153]    0.0    0.00    0.00   15969         void __gnu_cxx::new_allocator<std::_List_node<edge> >::destroy<edge>(edge*) [153]
-----------------------------------------------
                0.00    0.00   15969/15969       std::__cxx11::_List_base<edge, std::allocator<edge> >::_M_put_node(std::_List_node<edge>*) [156]
[154]    0.0    0.00    0.00   15969         std::allocator_traits<std::allocator<std::_List_node<edge> > >::deallocate(std::allocator<std::_List_node<edge> >&, std::_List_node<edge>*, unsigned long) [154]
                0.00    0.00   15969/15969       __gnu_cxx::new_allocator<std::_List_node<edge> >::deallocate(std::_List_node<edge>*, unsigned long) [152]
-----------------------------------------------
                0.00    0.00    4980/15969       std::__cxx11::list<edge, std::allocator<edge> >::_M_erase(std::_List_iterator<edge>) [35]
                0.00    0.00   10989/15969       std::__cxx11::_List_base<edge, std::allocator<edge> >::_M_clear() [28]
[155]    0.0    0.00    0.00   15969         void std::allocator_traits<std::allocator<std::_List_node<edge> > >::destroy<edge>(std::allocator<std::_List_node<edge> >&, edge*) [155]
                0.00    0.00   15969/15969       void __gnu_cxx::new_allocator<std::_List_node<edge> >::destroy<edge>(edge*) [153]
-----------------------------------------------
                0.00    0.00    4980/15969       std::__cxx11::list<edge, std::allocator<edge> >::_M_erase(std::_List_iterator<edge>) [35]
                0.00    0.00   10989/15969       std::__cxx11::_List_base<edge, std::allocator<edge> >::_M_clear() [28]
[156]    0.0    0.00    0.00   15969         std::__cxx11::_List_base<edge, std::allocator<edge> >::_M_put_node(std::_List_node<edge>*) [156]
                0.00    0.00   15969/15969       std::allocator_traits<std::allocator<std::_List_node<edge> > >::deallocate(std::allocator<std::_List_node<edge> >&, std::_List_node<edge>*, unsigned long) [154]
-----------------------------------------------
                0.00    0.00     456/15804       fiRotate(int (*) [3][3]) [248]
                0.00    0.00     468/15804       liRotate(int (*) [3][3]) [247]
                0.00    0.00     728/15804       biRotate(int (*) [3][3]) [242]
                0.00    0.00     776/15804       bRotate(int (*) [3][3]) [241]
                0.00    0.00     788/15804       riRotate(int (*) [3][3]) [240]
                0.00    0.00    1068/15804       rRotate(int (*) [3][3]) [235]
                0.00    0.00    1132/15804       lRotate(int (*) [3][3]) [234]
                0.00    0.00    1200/15804       fRotate(int (*) [3][3]) [233]
                0.00    0.00    1252/15804       uiRotate(int (*) [3][3]) [232]
                0.00    0.00    2164/15804       uRotate(int (*) [3][3]) [207]
                0.00    0.00    2248/15804       diRotate(int (*) [3][3]) [206]
                0.00    0.00    3524/15804       dRotate(int (*) [3][3]) [191]
[157]    0.0    0.00    0.00   15804         copyCube(int (*) [3][3]) [157]
-----------------------------------------------
                0.00    0.00   15767/15767       std::__cxx11::list<corner, std::allocator<corner> >::erase(std::_List_const_iterator<corner>) [31]
[158]    0.0    0.00    0.00   15767         std::_List_const_iterator<corner>::_M_const_cast() const [158]
                0.00    0.00   15767/265579      std::_List_iterator<corner>::_List_iterator(std::__detail::_List_node_base*) [54]
-----------------------------------------------
                0.00    0.00      84/15767       findCorners(std::__cxx11::list<corner, std::allocator<corner> >*, int*, int) [17]
                0.00    0.00      98/15767       sortOutImpossibleCorners(int*, std::__cxx11::list<corner, std::allocator<corner> >&, int*, int*) [39]
                0.00    0.00   15585/15767       fillCorners(std::__cxx11::list<corner, std::allocator<corner> >*, int (*) [3][3], int*, int (*) [3][3], int (*) [3][3]) [3]
[159]    0.0    0.00    0.00   15767         std::_List_const_iterator<corner>::_List_const_iterator(std::_List_iterator<corner> const&) [159]
-----------------------------------------------
                0.00    0.00   15767/15767       std::__cxx11::list<corner, std::allocator<corner> >::_M_erase(std::_List_iterator<corner>) [32]
[160]    0.0    0.00    0.00   15767         std::__cxx11::_List_base<corner, std::allocator<corner> >::_M_dec_size(unsigned long) [160]
                0.00    0.00   15767/141096      std::_List_node<unsigned long>::_M_valptr() [64]
-----------------------------------------------
                0.00    0.00   15585/15585       void std::advance<std::_List_iterator<corner>, int>(std::_List_iterator<corner>&, int) [162]
[161]    0.0    0.00    0.00   15585         std::iterator_traits<std::_List_iterator<corner> >::iterator_category std::__iterator_category<std::_List_iterator<corner> >(std::_List_iterator<corner> const&) [161]
-----------------------------------------------
                0.00    0.00   15585/15585       fillCorners(std::__cxx11::list<corner, std::allocator<corner> >*, int (*) [3][3], int*, int (*) [3][3], int (*) [3][3]) [3]
[162]    0.0    0.00    0.00   15585         void std::advance<std::_List_iterator<corner>, int>(std::_List_iterator<corner>&, int) [162]
                0.00    0.00   15585/15585       std::iterator_traits<std::_List_iterator<corner> >::iterator_category std::__iterator_category<std::_List_iterator<corner> >(std::_List_iterator<corner> const&) [161]
                0.00    0.00   15585/15585       void std::__advance<std::_List_iterator<corner>, long>(std::_List_iterator<corner>&, long, std::bidirectional_iterator_tag) [163]
-----------------------------------------------
                0.00    0.00   15585/15585       void std::advance<std::_List_iterator<corner>, int>(std::_List_iterator<corner>&, int) [162]
[163]    0.0    0.00    0.00   15585         void std::__advance<std::_List_iterator<corner>, long>(std::_List_iterator<corner>&, long, std::bidirectional_iterator_tag) [163]
                0.00    0.00  123423/123423      std::_List_iterator<corner>::operator++() [66]
-----------------------------------------------
                0.00    0.00   10698/10698       std::__cxx11::list<edge, std::allocator<edge> >::size() const [165]
[164]    0.0    0.00    0.00   10698         std::__cxx11::_List_base<edge, std::allocator<edge> >::_M_node_count() const [164]
                0.00    0.00   10698/57740       std::_List_node<unsigned long>::_M_valptr() const [77]
-----------------------------------------------
                0.00    0.00      23/10698       planAction(int, std::__cxx11::list<edge, std::allocator<edge> >*, std::__cxx11::list<corner, std::allocator<corner> >*, int*) [12]
                0.00    0.00     216/10698       failsafe(std::__cxx11::list<edge, std::allocator<edge> >*, std::__cxx11::list<corner, std::allocator<corner> >*) [337]
                0.00    0.00     217/10698       sortOutImpossibleEdges(int*, std::__cxx11::list<edge, std::allocator<edge> >&, int*, int*) [38]
                0.00    0.00    1222/10698       findEdges(std::__cxx11::list<edge, std::allocator<edge> >*, int*, int) [14]
                0.00    0.00    2640/10698       fillEdges(std::__cxx11::list<edge, std::allocator<edge> >*, int (*) [3][3], int*, int (*) [3][3], int (*) [3][3]) [4]
                0.00    0.00    6380/10698       SortEdgesList(std::__cxx11::list<edge, std::allocator<edge> >*, int*, int) [260]
[165]    0.0    0.00    0.00   10698         std::__cxx11::list<edge, std::allocator<edge> >::size() const [165]
                0.00    0.00   10698/10698       std::__cxx11::_List_base<edge, std::allocator<edge> >::_M_node_count() const [164]
-----------------------------------------------
                0.00    0.00     341/10251       fi(int (*) [3][3], int (*) [3][3], int (*) [3][3]) [278]
                0.00    0.00     350/10251       li(int (*) [3][3], int (*) [3][3], int (*) [3][3]) [277]
                0.00    0.00     542/10251       b(int (*) [3][3], int (*) [3][3], int (*) [3][3]) [269]
                0.00    0.00     545/10251       bi(int (*) [3][3], int (*) [3][3], int (*) [3][3]) [270]
                0.00    0.00     591/10251       ri(int (*) [3][3], int (*) [3][3], int (*) [3][3]) [268]
                0.00    0.00     679/10251       l(int (*) [3][3], int (*) [3][3], int (*) [3][3]) [254]
                0.00    0.00     714/10251       f(int (*) [3][3], int (*) [3][3], int (*) [3][3]) [253]
                0.00    0.00     731/10251       r(int (*) [3][3], int (*) [3][3], int (*) [3][3]) [255]
                0.00    0.00     760/10251       ui(int (*) [3][3], int (*) [3][3], int (*) [3][3]) [252]
                0.00    0.00    1318/10251       u(int (*) [3][3], int (*) [3][3], int (*) [3][3]) [244]
                0.00    0.00    1473/10251       di(int (*) [3][3], int (*) [3][3], int (*) [3][3]) [243]
                0.00    0.00    2207/10251       d(int (*) [3][3], int (*) [3][3], int (*) [3][3]) [238]
[166]    0.0    0.00    0.00   10251         last[abi:cxx11]() [166]
-----------------------------------------------
                0.00    0.00     341/10251       fi(int (*) [3][3], int (*) [3][3], int (*) [3][3]) [278]
                0.00    0.00     350/10251       li(int (*) [3][3], int (*) [3][3], int (*) [3][3]) [277]
                0.00    0.00     542/10251       b(int (*) [3][3], int (*) [3][3], int (*) [3][3]) [269]
                0.00    0.00     545/10251       bi(int (*) [3][3], int (*) [3][3], int (*) [3][3]) [270]
                0.00    0.00     591/10251       ri(int (*) [3][3], int (*) [3][3], int (*) [3][3]) [268]
                0.00    0.00     679/10251       l(int (*) [3][3], int (*) [3][3], int (*) [3][3]) [254]
                0.00    0.00     714/10251       f(int (*) [3][3], int (*) [3][3], int (*) [3][3]) [253]
                0.00    0.00     731/10251       r(int (*) [3][3], int (*) [3][3], int (*) [3][3]) [255]
                0.00    0.00     760/10251       ui(int (*) [3][3], int (*) [3][3], int (*) [3][3]) [252]
                0.00    0.00    1318/10251       u(int (*) [3][3], int (*) [3][3], int (*) [3][3]) [244]
                0.00    0.00    1473/10251       di(int (*) [3][3], int (*) [3][3], int (*) [3][3]) [243]
                0.00    0.00    2207/10251       d(int (*) [3][3], int (*) [3][3], int (*) [3][3]) [238]
[167]    0.0    0.00    0.00   10251         bool std::operator==<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [167]
-----------------------------------------------
                0.00    0.00    3028/7609        void std::__insertion_sort<int*, __gnu_cxx::__ops::_Iter_less_iter>(int*, int*, __gnu_cxx::__ops::_Iter_less_iter) [221]
                0.00    0.00    4581/7609        void std::__unguarded_linear_insert<int*, __gnu_cxx::__ops::_Val_less_iter>(int*, __gnu_cxx::__ops::_Val_less_iter) [209]
[168]    0.0    0.00    0.00    7609         std::remove_reference<int&>::type&& std::move<int&>(int&) [168]
-----------------------------------------------
                0.00    0.00      89/6507        std::__cxx11::list<middle, std::allocator<middle> >::erase(std::_List_const_iterator<middle>) [303]
                0.00    0.00      89/6507        std::_List_const_iterator<middle>::_M_const_cast() const [300]
                0.00    0.00     533/6507        std::__cxx11::list<middle, std::allocator<middle> >::begin() [245]
                0.00    0.00    5796/6507        std::__cxx11::list<middle, std::allocator<middle> >::end() [172]
[169]    0.0    0.00    0.00    6507         std::_List_iterator<middle>::_List_iterator(std::__detail::_List_node_base*) [169]
-----------------------------------------------
                0.00    0.00    6045/6045        std::__cxx11::list<corner, std::allocator<corner> >::size() const [171]
[170]    0.0    0.00    0.00    6045         std::__cxx11::_List_base<corner, std::allocator<corner> >::_M_node_count() const [170]
                0.00    0.00    6045/57740       std::_List_node<unsigned long>::_M_valptr() const [77]
-----------------------------------------------
                0.00    0.00      13/6045        planAction(int, std::__cxx11::list<edge, std::allocator<edge> >*, std::__cxx11::list<corner, std::allocator<corner> >*, int*) [12]
                0.00    0.00     144/6045        failsafe(std::__cxx11::list<edge, std::allocator<edge> >*, std::__cxx11::list<corner, std::allocator<corner> >*) [337]
                0.00    0.00     161/6045        sortOutImpossibleCorners(int*, std::__cxx11::list<corner, std::allocator<corner> >&, int*, int*) [39]
                0.00    0.00     551/6045        findCorners(std::__cxx11::list<corner, std::allocator<corner> >*, int*, int) [17]
                0.00    0.00    1760/6045        fillCorners(std::__cxx11::list<corner, std::allocator<corner> >*, int (*) [3][3], int*, int (*) [3][3], int (*) [3][3]) [3]
                0.00    0.00    3416/6045        SortCornerList(std::__cxx11::list<corner, std::allocator<corner> >*, int*, int) [262]
[171]    0.0    0.00    0.00    6045         std::__cxx11::list<corner, std::allocator<corner> >::size() const [171]
                0.00    0.00    6045/6045        std::__cxx11::_List_base<corner, std::allocator<corner> >::_M_node_count() const [170]
-----------------------------------------------
                0.00    0.00      90/5796        std::__cxx11::list<middle, std::allocator<middle> >::push_back(middle const&) [297]
                0.00    0.00     192/5796        sortOutImpossibleCodes(int*, std::__cxx11::list<middle, std::allocator<middle> >&, int*) [340]
                0.00    0.00     269/5796        eliminateFound(std::__cxx11::list<middle, std::allocator<middle> >&, int*) [345]
                0.00    0.00    1255/5796        containsMiddle(std::__cxx11::list<middle, std::allocator<middle> >&, int, int) [275]
                0.00    0.00    3990/5796        getNextQuestion(std::__cxx11::list<middle, std::allocator<middle> >&, int*) [339]
[172]    0.0    0.00    0.00    5796         std::__cxx11::list<middle, std::allocator<middle> >::end() [172]
                0.00    0.00    5796/6507        std::_List_iterator<middle>::_List_iterator(std::__detail::_List_node_base*) [169]
-----------------------------------------------
                0.00    0.00     124/5617        sortOutImpossibleCodes(int*, std::__cxx11::list<middle, std::allocator<middle> >&, int*) [340]
                0.00    0.00     248/5617        eliminateFound(std::__cxx11::list<middle, std::allocator<middle> >&, int*) [345]
                0.00    0.00    1255/5617        containsMiddle(std::__cxx11::list<middle, std::allocator<middle> >&, int, int) [275]
                0.00    0.00    3990/5617        getNextQuestion(std::__cxx11::list<middle, std::allocator<middle> >&, int*) [339]
[173]    0.0    0.00    0.00    5617         std::_List_iterator<middle>::operator!=(std::_List_iterator<middle> const&) const [173]
-----------------------------------------------
                0.00    0.00      54/5024        sortOutImpossibleCodes(int*, std::__cxx11::list<middle, std::allocator<middle> >&, int*) [340]
                0.00    0.00     221/5024        eliminateFound(std::__cxx11::list<middle, std::allocator<middle> >&, int*) [345]
                0.00    0.00    1089/5024        containsMiddle(std::__cxx11::list<middle, std::allocator<middle> >&, int, int) [275]
                0.00    0.00    3660/5024        getNextQuestion(std::__cxx11::list<middle, std::allocator<middle> >&, int*) [339]
[174]    0.0    0.00    0.00    5024         std::_List_iterator<middle>::operator++(int) [174]
-----------------------------------------------
                0.00    0.00    4980/4980        std::__cxx11::list<edge, std::allocator<edge> >::erase(std::_List_const_iterator<edge>) [34]
[175]    0.0    0.00    0.00    4980         std::_List_const_iterator<edge>::_M_const_cast() const [175]
                0.00    0.00    4980/213638      std::_List_iterator<edge>::_List_iterator(std::__detail::_List_node_base*) [55]
-----------------------------------------------
                0.00    0.00     130/4980        findEdges(std::__cxx11::list<edge, std::allocator<edge> >*, int*, int) [14]
                0.00    0.00     140/4980        sortOutImpossibleEdges(int*, std::__cxx11::list<edge, std::allocator<edge> >&, int*, int*) [38]
                0.00    0.00    4710/4980        fillEdges(std::__cxx11::list<edge, std::allocator<edge> >*, int (*) [3][3], int*, int (*) [3][3], int (*) [3][3]) [4]
[176]    0.0    0.00    0.00    4980         std::_List_const_iterator<edge>::_List_const_iterator(std::_List_iterator<edge> const&) [176]
-----------------------------------------------
                0.00    0.00    4980/4980        std::__cxx11::list<edge, std::allocator<edge> >::_M_erase(std::_List_iterator<edge>) [35]
[177]    0.0    0.00    0.00    4980         std::__cxx11::_List_base<edge, std::allocator<edge> >::_M_dec_size(unsigned long) [177]
                0.00    0.00    4980/141096      std::_List_node<unsigned long>::_M_valptr() [64]
-----------------------------------------------
                0.00    0.00    4932/4932        void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag) [179]
[178]    0.0    0.00    0.00    4932         bool __gnu_cxx::__is_null_pointer<char>(char*) [178]
-----------------------------------------------
                0.00    0.00      72/4932        sendmoves() [309]
                0.00    0.00    4860/4932        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [186]
[179]    0.0    0.00    0.00    4932         void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag) [179]
                0.00    0.00    4932/4932        bool __gnu_cxx::__is_null_pointer<char>(char*) [178]
                0.00    0.00    4932/4932        std::iterator_traits<char*>::difference_type std::distance<char*>(char*, char*) [182]
-----------------------------------------------
                0.00    0.00    4932/4932        std::iterator_traits<char*>::difference_type std::distance<char*>(char*, char*) [182]
[180]    0.0    0.00    0.00    4932         std::iterator_traits<char*>::difference_type std::__distance<char*>(char*, char*, std::random_access_iterator_tag) [180]
-----------------------------------------------
                0.00    0.00    4932/4932        std::iterator_traits<char*>::difference_type std::distance<char*>(char*, char*) [182]
[181]    0.0    0.00    0.00    4932         std::iterator_traits<char*>::iterator_category std::__iterator_category<char*>(char* const&) [181]
-----------------------------------------------
                0.00    0.00    4932/4932        void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag) [179]
[182]    0.0    0.00    0.00    4932         std::iterator_traits<char*>::difference_type std::distance<char*>(char*, char*) [182]
                0.00    0.00    4932/4932        std::iterator_traits<char*>::iterator_category std::__iterator_category<char*>(char* const&) [181]
                0.00    0.00    4932/4932        std::iterator_traits<char*>::difference_type std::__distance<char*>(char*, char*, std::random_access_iterator_tag) [180]
-----------------------------------------------
                0.00    0.00    4860/4860        printCubeColor(int (*) [3][3]) [279]
[183]    0.0    0.00    0.00    4860         printColor[abi:cxx11](int) [183]
                0.00    0.00    4860/4860        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [186]
                0.00    0.00    4860/4860        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [185]
-----------------------------------------------
                0.00    0.00    4860/4860        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [185]
[184]    0.0    0.00    0.00    4860         std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>::type&& std::move<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [184]
-----------------------------------------------
                0.00    0.00    4860/4860        printColor[abi:cxx11](int) [183]
[185]    0.0    0.00    0.00    4860         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [185]
                0.00    0.00    4860/4860        std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>::type&& std::move<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [184]
-----------------------------------------------
                0.00    0.00    4860/4860        printColor[abi:cxx11](int) [183]
[186]    0.0    0.00    0.00    4860         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [186]
                0.00    0.00    4860/4932        void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag) [179]
-----------------------------------------------
                0.00    0.00    4710/4710        void std::advance<std::_List_iterator<edge>, int>(std::_List_iterator<edge>&, int) [188]
[187]    0.0    0.00    0.00    4710         std::iterator_traits<std::_List_iterator<edge> >::iterator_category std::__iterator_category<std::_List_iterator<edge> >(std::_List_iterator<edge> const&) [187]
-----------------------------------------------
                0.00    0.00    4710/4710        fillEdges(std::__cxx11::list<edge, std::allocator<edge> >*, int (*) [3][3], int*, int (*) [3][3], int (*) [3][3]) [4]
[188]    0.0    0.00    0.00    4710         void std::advance<std::_List_iterator<edge>, int>(std::_List_iterator<edge>&, int) [188]
                0.00    0.00    4710/4710        std::iterator_traits<std::_List_iterator<edge> >::iterator_category std::__iterator_category<std::_List_iterator<edge> >(std::_List_iterator<edge> const&) [187]
                0.00    0.00    4710/4710        void std::__advance<std::_List_iterator<edge>, long>(std::_List_iterator<edge>&, long, std::bidirectional_iterator_tag) [189]
